X,Y,Z,Cu,Dens
1356,1585,846,0.78,2.645544
1372,1585,846,1.07,2.645544
1387,1585,846,1.22,2.645544
1402,1585,846,1.08,2.645544
1417,1585,846,0.94,2.645544
1433,1585,846,0.84,2.645544
1448,1585,846,0.88,2.645544
1463,1585,846,0.85,2.645544
1478,1585,846,0.85,2.645544
1311,1600,846,0.57,2.645544
1326,1600,846,0.63,2.645544
1341,1600,846,0.68,2.645544
1356,1600,846,0.76,2.645544
1372,1600,846,1.02,2.645544
1387,1600,846,1.18,2.645544
1402,1600,846,1.05,2.645544
1417,1600,846,0.93,2.645544
1433,1600,846,0.97,2.645544
1448,1600,846,0.97,2.645544
1463,1600,846,0.89,2.645544
1478,1600,846,0.89,2.645544
1311,1615,846,0.53,2.645544
1326,1615,846,0.6,2.645544
1341,1615,846,0.66,2.645544
1356,1615,846,0.74,2.645544
1372,1615,846,0.95,2.645544
1387,1615,846,1.14,2.645544
1402,1615,846,1.04,2.645544
1417,1615,846,1.05,2.645544
1433,1615,846,1.08,2.645544
1448,1615,846,1,2.645544
1463,1615,846,0.87,2.645544
1478,1615,846,0.87,2.645544
1311,1631,846,0.5,2.645544
1326,1631,846,0.56,2.645544
1341,1631,846,0.62,2.645544
1356,1631,846,0.69,2.645544
1372,1631,846,0.89,2.645544
1387,1631,846,1.13,2.645544
1402,1631,846,1.11,2.645544
1417,1631,846,1.15,2.645544
1433,1631,846,1.12,2.645544
1448,1631,846,0.98,2.645544
1463,1631,846,0.79,2.645544
1478,1631,846,0.79,2.645544
1311,1646,846,0.46,2.645544
1326,1646,846,0.52,2.645544
1341,1646,846,0.58,2.645544
1356,1646,846,0.64,2.645544
1372,1646,846,0.82,2.645544
1387,1646,846,1.12,2.645544
1402,1646,846,1.22,2.645544
1417,1646,846,1.21,2.645544
1433,1646,846,1.09,2.645544
1448,1646,846,0.91,2.645544
1463,1646,846,0.71,2.645544
1478,1646,846,0.71,2.645544
1311,1661,846,0.4,2.645544
1326,1661,846,0.48,2.645544
1341,1661,846,0.53,2.645544
1356,1661,846,0.62,2.645544
1372,1661,846,0.76,2.645544
1387,1661,846,1.18,2.645544
1402,1661,846,1.3,2.645544
1417,1661,846,1.19,2.645544
1433,1661,846,1.01,2.645544
1448,1661,846,0.81,2.645544
1463,1661,846,0.62,2.645544
1478,1661,846,0.62,2.645544
1311,1676,846,0.35,2.645544
1326,1676,846,0.42,2.645544
1341,1676,846,0.51,2.645544
1356,1676,846,0.6,2.645544
1372,1676,846,0.77,2.645544
1387,1676,846,1.17,2.645544
1402,1676,846,1.27,2.645544
1417,1676,846,1.1,2.645544
1433,1676,846,0.9,2.645544
1448,1676,846,0.71,2.645544
1463,1676,846,0.54,2.645544
1478,1676,846,0.54,2.645544
1311,1692,846,0.3,2.645544
1326,1692,846,0.39,2.645544
1341,1692,846,0.48,2.645544
1356,1692,846,0.59,2.645544
1372,1692,846,0.78,2.645544
1387,1692,846,1.04,2.645544
1402,1692,846,1.14,2.645544
1417,1692,846,0.98,2.645544
1433,1692,846,0.78,2.645544
1448,1692,846,0.61,2.645544
1463,1692,846,0.47,2.645544
1478,1692,846,0.47,2.645544
1311,1707,846,0.28,2.645544
1326,1707,846,0.36,2.645544
1341,1707,846,0.46,2.645544
1356,1707,846,0.61,2.645544
1372,1707,846,0.75,2.645544
1387,1707,846,0.88,2.645544
1402,1707,846,0.91,2.645544
1417,1707,846,0.79,2.645544
1433,1707,846,0.65,2.645544
1448,1707,846,0.52,2.645544
1463,1707,846,0.41,2.645544
1478,1707,846,0.41,2.645544
1311,1722,846,0.26,2.645544
1326,1722,846,0.34,2.645544
1341,1722,846,0.45,2.645544
1356,1722,846,0.6,2.645544
1372,1722,846,0.69,2.645544
1387,1722,846,0.74,2.645544
1402,1722,846,0.73,2.645544
1417,1722,846,0.64,2.645544
1433,1722,846,0.53,2.645544
1448,1722,846,0.43,2.645544
1463,1722,846,0.35,2.645544
1478,1722,846,0.35,2.645544
1311,1737,846,0.24,2.645544
1326,1737,846,0.32,2.645544
1341,1737,846,0.44,2.645544
1356,1737,846,0.55,2.645544
1372,1737,846,0.6,2.645544
1387,1737,846,0.61,2.645544
1402,1737,846,0.59,2.645544
1417,1737,846,0.51,2.645544
1433,1737,846,0.43,2.645544
1448,1737,846,0.36,2.645544
1463,1737,846,0.3,2.645544
1478,1737,846,0.3,2.645544
1311,1753,846,0.24,2.645544
1326,1753,846,0.32,2.645544
1341,1753,846,0.44,2.645544
1356,1753,846,0.55,2.645544
1372,1753,846,0.6,2.645544
1387,1753,846,0.61,2.645544
1402,1753,846,0.59,2.645544
1417,1753,846,0.51,2.645544
1433,1753,846,0.43,2.645544
1448,1753,846,0.36,2.645544
1463,1753,846,0.3,2.645544
1478,1753,846,0.3,2.645544
1311,1463,853,-2,2.645544
1326,1463,853,0.51,2.645544
1341,1463,853,0.61,2.645544
1356,1463,853,0.88,2.645544
1372,1463,853,1.11,2.645544
1387,1463,853,0.96,2.645544
1402,1463,853,0.8,2.645544
1417,1463,853,0.63,2.645544
1433,1463,853,0.5,2.645544
1448,1463,853,0.4,2.645544
1463,1463,853,0.32,2.645544
1478,1463,853,0.32,2.645544
1311,1478,853,0.5,2.645544
1326,1478,853,0.53,2.645544
1341,1478,853,0.62,2.645544
1356,1478,853,0.88,2.645544
1372,1478,853,1.2,2.645544
1387,1478,853,1.02,2.645544
1402,1478,853,0.87,2.645544
1417,1478,853,0.71,2.645544
1433,1478,853,0.56,2.645544
1448,1478,853,0.44,2.645544
1463,1478,853,0.36,2.645544
1478,1478,853,0.36,2.645544
1311,1494,853,0.51,2.645544
1326,1494,853,0.54,2.645544
1341,1494,853,0.63,2.645544
1356,1494,853,0.88,2.645544
1372,1494,853,1.24,2.645544
1387,1494,853,1.08,2.645544
1402,1494,853,0.93,2.645544
1417,1494,853,0.76,2.645544
1433,1494,853,0.62,2.645544
1448,1494,853,0.5,2.645544
1463,1494,853,0.4,2.645544
1478,1494,853,0.4,2.645544
1311,1509,853,0.52,2.645544
1326,1509,853,0.55,2.645544
1341,1509,853,0.65,2.645544
1356,1509,853,0.89,2.645544
1372,1509,853,1.24,2.645544
1387,1509,853,1.14,2.645544
1402,1509,853,0.98,2.645544
1417,1509,853,0.8,2.645544
1433,1509,853,0.66,2.645544
1448,1509,853,0.54,2.645544
1463,1509,853,0.44,2.645544
1478,1509,853,0.44,2.645544
1311,1524,853,0.55,2.645544
1326,1524,853,0.56,2.645544
1341,1524,853,0.65,2.645544
1356,1524,853,0.89,2.645544
1372,1524,853,1.23,2.645544
1387,1524,853,1.19,2.645544
1402,1524,853,1.03,2.645544
1417,1524,853,0.85,2.645544
1433,1524,853,0.7,2.645544
1448,1524,853,0.58,2.645544
1463,1524,853,0.47,2.645544
1478,1524,853,0.47,2.645544
1311,1539,853,0.58,2.645544
1326,1539,853,0.57,2.645544
1341,1539,853,0.65,2.645544
1356,1539,853,0.87,2.645544
1372,1539,853,1.21,2.645544
1387,1539,853,1.23,2.645544
1402,1539,853,1.08,2.645544
1417,1539,853,0.9,2.645544
1433,1539,853,0.75,2.645544
1448,1539,853,0.61,2.645544
1463,1539,853,0.52,2.645544
1478,1539,853,0.52,2.645544
1311,1554,853,0.61,2.645544
1326,1554,853,0.59,2.645544
1341,1554,853,0.65,2.645544
1356,1554,853,0.83,2.645544
1372,1554,853,1.16,2.645544
1387,1554,853,1.23,2.645544
1402,1554,853,1.13,2.645544
1417,1554,853,0.95,2.645544
1433,1554,853,0.77,2.645544
1448,1554,853,0.64,2.645544
1463,1554,853,0.63,2.645544
1478,1554,853,0.63,2.645544
1311,1570,853,0.63,2.645544
1326,1570,853,0.62,2.645544
1341,1570,853,0.65,2.645544
1356,1570,853,0.8,2.645544
1372,1570,853,1.12,2.645544
1387,1570,853,1.23,2.645544
1402,1570,853,1.12,2.645544
1417,1570,853,0.95,2.645544
1433,1570,853,0.8,2.645544
1448,1570,853,0.73,2.645544
1463,1570,853,0.75,2.645544
1478,1570,853,0.75,2.645544
1311,1585,853,0.6,2.645544
1326,1585,853,0.65,2.645544
1341,1585,853,0.66,2.645544
1356,1585,853,0.78,2.645544
1372,1585,853,1.07,2.645544
1387,1585,853,1.22,2.645544
1402,1585,853,1.08,2.645544
1417,1585,853,0.94,2.645544
1433,1585,853,0.84,2.645544
1448,1585,853,0.88,2.645544
1463,1585,853,0.85,2.645544
1478,1585,853,0.85,2.645544
1311,1600,853,0.57,2.645544
1326,1600,853,0.63,2.645544
1341,1600,853,0.68,2.645544
1356,1600,853,0.76,2.645544
1372,1600,853,1.02,2.645544
1387,1600,853,1.18,2.645544
1402,1600,853,1.05,2.645544
1417,1600,853,0.93,2.645544
1433,1600,853,0.97,2.645544
1448,1600,853,0.97,2.645544
1463,1600,853,0.89,2.645544
1478,1600,853,0.89,2.645544
1311,1615,853,0.53,2.645544
1326,1615,853,0.6,2.645544
1341,1615,853,0.66,2.645544
1356,1615,853,0.74,2.645544
1372,1615,853,0.95,2.645544
1387,1615,853,1.14,2.645544
1402,1615,853,1.04,2.645544
1417,1615,853,1.05,2.645544
1433,1615,853,1.08,2.645544
1448,1615,853,1,2.645544
1463,1615,853,0.87,2.645544
1478,1615,853,0.87,2.645544
1311,1631,853,0.5,2.645544
1326,1631,853,0.56,2.645544
1341,1631,853,0.62,2.645544
1356,1631,853,0.69,2.645544
1372,1631,853,0.89,2.645544
1387,1631,853,1.13,2.645544
1402,1631,853,1.11,2.645544
1417,1631,853,1.15,2.645544
1433,1631,853,1.12,2.645544
1448,1631,853,0.98,2.645544
1463,1631,853,0.79,2.645544
1478,1631,853,0.79,2.645544
1311,1646,853,0.46,2.645544
1326,1646,853,0.52,2.645544
1341,1646,853,0.58,2.645544
1356,1646,853,0.64,2.645544
1372,1646,853,0.82,2.645544
1387,1646,853,1.12,2.645544
1402,1646,853,1.22,2.645544
1417,1646,853,1.21,2.645544
1433,1646,853,1.09,2.645544
1448,1646,853,0.91,2.645544
1463,1646,853,0.71,2.645544
1478,1646,853,0.71,2.645544
1311,1661,853,0.4,2.645544
1326,1661,853,0.48,2.645544
1341,1661,853,0.53,2.645544
1356,1661,853,0.62,2.645544
1372,1661,853,0.76,2.645544
1387,1661,853,1.18,2.645544
1402,1661,853,1.3,2.645544
1417,1661,853,1.19,2.645544
1433,1661,853,1.01,2.645544
1448,1661,853,0.81,2.645544
1463,1661,853,0.62,2.645544
1478,1661,853,0.62,2.645544
1311,1676,853,0.35,2.645544
1326,1676,853,0.42,2.645544
1341,1676,853,0.51,2.645544
1356,1676,853,0.6,2.645544
1372,1676,853,0.77,2.645544
1387,1676,853,1.17,2.645544
1402,1676,853,1.27,2.645544
1417,1676,853,1.1,2.645544
1433,1676,853,0.9,2.645544
1448,1676,853,0.71,2.645544
1463,1676,853,0.54,2.645544
1478,1676,853,0.54,2.645544
1311,1692,853,0.3,2.645544
1326,1692,853,0.39,2.645544
1341,1692,853,0.48,2.645544
1356,1692,853,0.59,2.645544
1372,1692,853,0.78,2.645544
1387,1692,853,1.04,2.645544
1402,1692,853,1.14,2.645544
1417,1692,853,0.98,2.645544
1433,1692,853,0.78,2.645544
1448,1692,853,0.61,2.645544
1463,1692,853,0.47,2.645544
1478,1692,853,0.47,2.645544
1311,1707,853,0.28,2.645544
1326,1707,853,0.36,2.645544
1341,1707,853,0.46,2.645544
1356,1707,853,0.61,2.645544
1372,1707,853,0.75,2.645544
1387,1707,853,0.88,2.645544
1402,1707,853,0.91,2.645544
1417,1707,853,0.79,2.645544
1433,1707,853,0.65,2.645544
1448,1707,853,0.52,2.645544
1463,1707,853,0.41,2.645544
1478,1707,853,0.41,2.645544
1311,1722,853,0.26,2.645544
1326,1722,853,0.34,2.645544
1341,1722,853,0.45,2.645544
1356,1722,853,0.6,2.645544
1372,1722,853,0.69,2.645544
1387,1722,853,0.74,2.645544
1402,1722,853,0.73,2.645544
1417,1722,853,0.64,2.645544
1433,1722,853,0.53,2.645544
1448,1722,853,0.43,2.645544
1463,1722,853,0.35,2.645544
1478,1722,853,0.35,2.645544
1311,1737,853,0.24,2.645544
1326,1737,853,0.32,2.645544
1341,1737,853,0.44,2.645544
1356,1737,853,0.55,2.645544
1372,1737,853,0.6,2.645544
1387,1737,853,0.61,2.645544
1402,1737,853,0.59,2.645544
1417,1737,853,0.51,2.645544
1433,1737,853,0.43,2.645544
1448,1737,853,0.36,2.645544
1463,1737,853,0.3,2.645544
1478,1737,853,0.3,2.645544
1311,1753,853,0.24,2.645544
1326,1753,853,0.32,2.645544
1341,1753,853,0.44,2.645544
1356,1753,853,0.55,2.645544
1372,1753,853,0.6,2.645544
1387,1753,853,0.61,2.645544
1402,1753,853,0.59,2.645544
1417,1753,853,0.51,2.645544
1433,1753,853,0.43,2.645544
1448,1753,853,0.36,2.645544
1463,1753,853,0.3,2.645544
1478,1753,853,0.3,2.645544
1311,1463,861,-2,2.645544
1326,1463,861,0.51,2.645544
1341,1463,861,0.61,2.645544
1356,1463,861,0.88,2.645544
1372,1463,861,1.11,2.645544
1387,1463,861,0.96,2.645544
1402,1463,861,0.8,2.645544
1417,1463,861,0.63,2.645544
1433,1463,861,0.5,2.645544
1448,1463,861,0.4,2.645544
1463,1463,861,0.32,2.645544
1478,1463,861,0.32,2.645544
1311,1478,861,0.5,2.645544
1326,1478,861,0.53,2.645544
1341,1478,861,0.62,2.645544
1356,1478,861,0.88,2.645544
1372,1478,861,1.2,2.645544
1387,1478,861,1.02,2.645544
1402,1478,861,0.87,2.645544
1417,1478,861,0.71,2.645544
1433,1478,861,0.56,2.645544
1448,1478,861,0.44,2.645544
1463,1478,861,0.36,2.645544
1478,1478,861,0.36,2.645544
1311,1494,861,0.51,2.645544
1326,1494,861,0.54,2.645544
1341,1494,861,0.63,2.645544
1356,1494,861,0.88,2.645544
1372,1494,861,1.24,2.645544
1387,1494,861,1.08,2.645544
1402,1494,861,0.93,2.645544
1417,1494,861,0.76,2.645544
1433,1494,861,0.62,2.645544
1448,1494,861,0.5,2.645544
1463,1494,861,0.4,2.645544
1478,1494,861,0.4,2.645544
1311,1509,861,0.52,2.645544
1326,1509,861,0.55,2.645544
1341,1509,861,0.65,2.645544
1356,1509,861,0.89,2.645544
1372,1509,861,1.24,2.645544
1387,1509,861,1.14,2.645544
1402,1509,861,0.98,2.645544
1417,1509,861,0.8,2.645544
1433,1509,861,0.66,2.645544
1448,1509,861,0.54,2.645544
1463,1509,861,0.44,2.645544
1478,1509,861,0.44,2.645544
1311,1524,861,0.55,2.645544
1326,1524,861,0.56,2.645544
1341,1524,861,0.65,2.645544
1356,1524,861,0.89,2.645544
1372,1524,861,1.23,2.645544
1387,1524,861,1.19,2.645544
1402,1524,861,1.03,2.645544
1417,1524,861,0.85,2.645544
1433,1524,861,0.7,2.645544
1448,1524,861,0.58,2.645544
1463,1524,861,0.47,2.645544
1478,1524,861,0.47,2.645544
1311,1539,861,0.58,2.645544
1326,1539,861,0.57,2.645544
1341,1539,861,0.65,2.645544
1356,1539,861,0.87,2.645544
1372,1539,861,1.21,2.645544
1387,1539,861,1.23,2.645544
1402,1539,861,1.08,2.645544
1417,1539,861,0.9,2.645544
1433,1539,861,0.75,2.645544
1448,1539,861,0.61,2.645544
1463,1539,861,0.52,2.645544
1478,1539,861,0.52,2.645544
1311,1554,861,0.61,2.645544
1326,1554,861,0.59,2.645544
1341,1554,861,0.65,2.645544
1356,1554,861,0.83,2.645544
1372,1554,861,1.16,2.645544
1387,1554,861,1.23,2.645544
1402,1554,861,1.13,2.645544
1417,1554,861,0.95,2.645544
1433,1554,861,0.77,2.645544
1448,1554,861,0.64,2.645544
1463,1554,861,0.63,2.645544
1478,1554,861,0.63,2.645544
1311,1570,861,0.63,2.645544
1326,1570,861,0.62,2.645544
1341,1570,861,0.65,2.645544
1356,1570,861,0.8,2.645544
1372,1570,861,1.12,2.645544
1387,1570,861,1.23,2.645544
1402,1570,861,1.12,2.645544
1417,1570,861,0.95,2.645544
1433,1570,861,0.8,2.645544
1448,1570,861,0.73,2.645544
1463,1570,861,0.75,2.645544
1478,1570,861,0.75,2.645544
1311,1585,861,0.6,2.645544
1326,1585,861,0.65,2.645544
1341,1585,861,0.66,2.645544
1356,1585,861,0.78,2.645544
1372,1585,861,1.07,2.645544
1387,1585,861,1.22,2.645544
1402,1585,861,1.08,2.645544
1417,1585,861,0.94,2.645544
1433,1585,861,0.84,2.645544
1448,1585,861,0.88,2.645544
1463,1585,861,0.85,2.645544
1478,1585,861,0.85,2.645544
1311,1600,861,0.57,2.645544
1326,1600,861,0.63,2.645544
1341,1600,861,0.68,2.645544
1356,1600,861,0.76,2.645544
1372,1600,861,1.02,2.645544
1387,1600,861,1.18,2.645544
1402,1600,861,1.05,2.645544
1417,1600,861,0.93,2.645544
1433,1600,861,0.97,2.645544
1448,1600,861,0.97,2.645544
1463,1600,861,0.89,2.645544
1478,1600,861,0.89,2.645544
1311,1615,861,0.53,2.645544
1326,1615,861,0.6,2.645544
1341,1615,861,0.66,2.645544
1356,1615,861,0.74,2.645544
1372,1615,861,0.95,2.645544
1387,1615,861,1.14,2.645544
1402,1615,861,1.04,2.645544
1417,1615,861,1.05,2.645544
1433,1615,861,1.08,2.645544
1448,1615,861,1,2.645544
1463,1615,861,0.87,2.645544
1478,1615,861,0.87,2.645544
1311,1631,861,0.5,2.645544
1326,1631,861,0.56,2.645544
1341,1631,861,0.62,2.645544
1356,1631,861,0.69,2.645544
1372,1631,861,0.89,2.645544
1387,1631,861,1.13,2.645544
1402,1631,861,1.11,2.645544
1417,1631,861,1.15,2.645544
1433,1631,861,1.12,2.645544
1448,1631,861,0.98,2.645544
1463,1631,861,0.79,2.645544
1478,1631,861,0.79,2.645544
1311,1646,861,0.46,2.645544
1326,1646,861,0.52,2.645544
1341,1646,861,0.58,2.645544
1356,1646,861,0.64,2.645544
1372,1646,861,0.82,2.645544
1387,1646,861,1.12,2.645544
1402,1646,861,1.22,2.645544
1417,1646,861,1.21,2.645544
1433,1646,861,1.09,2.645544
1448,1646,861,0.91,2.645544
1463,1646,861,0.71,2.645544
1478,1646,861,0.71,2.645544
1311,1661,861,0.4,2.645544
1326,1661,861,0.48,2.645544
1341,1661,861,0.53,2.645544
1356,1661,861,0.62,2.645544
1372,1661,861,0.76,2.645544
1387,1661,861,1.18,2.645544
1402,1661,861,1.3,2.645544
1417,1661,861,1.19,2.645544
1433,1661,861,1.01,2.645544
1448,1661,861,0.81,2.645544
1463,1661,861,0.62,2.645544
1478,1661,861,0.62,2.645544
1311,1676,861,0.35,2.645544
1326,1676,861,0.42,2.645544
1341,1676,861,0.51,2.645544
1356,1676,861,0.6,2.645544
1372,1676,861,0.77,2.645544
1387,1676,861,1.17,2.645544
1402,1676,861,1.27,2.645544
1417,1676,861,1.1,2.645544
1433,1676,861,0.9,2.645544
1448,1676,861,0.71,2.645544
1463,1676,861,0.54,2.645544
1478,1676,861,0.54,2.645544
1311,1692,861,0.3,2.645544
1326,1692,861,0.39,2.645544
1341,1692,861,0.48,2.645544
1356,1692,861,0.59,2.645544
1372,1692,861,0.78,2.645544
1387,1692,861,1.04,2.645544
1402,1692,861,1.14,2.645544
1417,1692,861,0.98,2.645544
1433,1692,861,0.78,2.645544
1448,1692,861,0.61,2.645544
1463,1692,861,0.47,2.645544
1478,1692,861,0.47,2.645544
1311,1707,861,0.28,2.645544
1326,1707,861,0.36,2.645544
1341,1707,861,0.46,2.645544
1356,1707,861,0.61,2.645544
1372,1707,861,0.75,2.645544
1387,1707,861,0.88,2.645544
1402,1707,861,0.91,2.645544
1417,1707,861,0.79,2.645544
1433,1707,861,0.65,2.645544
1448,1707,861,0.52,2.645544
1463,1707,861,0.41,2.645544
1478,1707,861,0.41,2.645544
1311,1722,861,0.26,2.645544
1326,1722,861,0.34,2.645544
1341,1722,861,0.45,2.645544
1356,1722,861,0.6,2.645544
1372,1722,861,0.69,2.645544
1387,1722,861,0.74,2.645544
1402,1722,861,0.73,2.645544
1417,1722,861,0.64,2.645544
1433,1722,861,0.53,2.645544
1448,1722,861,0.43,2.645544
1463,1722,861,0.35,2.645544
1478,1722,861,0.35,2.645544
1311,1737,861,0.24,2.645544
1326,1737,861,0.32,2.645544
1341,1737,861,0.44,2.645544
1356,1737,861,0.55,2.645544
1372,1737,861,0.6,2.645544
1387,1737,861,0.61,2.645544
1402,1737,861,0.59,2.645544
1417,1737,861,0.51,2.645544
1433,1737,861,0.43,2.645544
1448,1737,861,0.36,2.645544
1463,1737,861,0.3,2.645544
1478,1737,861,0.3,2.645544
1311,1753,861,0.24,2.645544
1326,1753,861,0.32,2.645544
1341,1753,861,0.44,2.645544
1356,1753,861,0.55,2.645544
1372,1753,861,0.6,2.645544
1387,1753,861,0.61,2.645544
1402,1753,861,0.59,2.645544
1417,1753,861,0.51,2.645544
1433,1753,861,0.43,2.645544
1448,1753,861,0.36,2.645544
1463,1753,861,0.3,2.645544
1478,1753,861,0.3,2.645544
1311,1463,869,-2,2.645544
1326,1463,869,0.51,2.645544
1341,1463,869,0.61,2.645544
1356,1463,869,0.88,2.645544
1372,1463,869,1.11,2.645544
1387,1463,869,0.96,2.645544
1402,1463,869,0.8,2.645544
1417,1463,869,0.63,2.645544
1433,1463,869,0.5,2.645544
1448,1463,869,0.4,2.645544
1463,1463,869,0.32,2.645544
1478,1463,869,0.32,2.645544
1311,1478,869,0.5,2.645544
1326,1478,869,0.53,2.645544
1341,1478,869,0.62,2.645544
1356,1478,869,0.88,2.645544
1372,1478,869,1.2,2.645544
1387,1478,869,1.02,2.645544
1402,1478,869,0.87,2.645544
1417,1478,869,0.71,2.645544
1433,1478,869,0.56,2.645544
1448,1478,869,0.44,2.645544
1463,1478,869,0.36,2.645544
1478,1478,869,0.36,2.645544
1311,1494,869,0.51,2.645544
1326,1494,869,0.54,2.645544
1341,1494,869,0.63,2.645544
1356,1494,869,0.88,2.645544
1372,1494,869,1.24,2.645544
1387,1494,869,1.08,2.645544
1402,1494,869,0.93,2.645544
1417,1494,869,0.76,2.645544
1433,1494,869,0.62,2.645544
1448,1494,869,0.5,2.645544
1463,1494,869,0.4,2.645544
1478,1494,869,0.4,2.645544
1311,1509,869,0.52,2.645544
1326,1509,869,0.55,2.645544
1341,1509,869,0.65,2.645544
1356,1509,869,0.89,2.645544
1372,1509,869,1.24,2.645544
1387,1509,869,1.14,2.645544
1402,1509,869,0.98,2.645544
1417,1509,869,0.8,2.645544
1433,1509,869,0.66,2.645544
1448,1509,869,0.54,2.645544
1463,1509,869,0.44,2.645544
1478,1509,869,0.44,2.645544
1311,1524,869,0.55,2.645544
1326,1524,869,0.56,2.645544
1341,1524,869,0.65,2.645544
1356,1524,869,0.89,2.645544
1372,1524,869,1.23,2.645544
1387,1524,869,1.19,2.645544
1402,1524,869,1.03,2.645544
1417,1524,869,0.85,2.645544
1433,1524,869,0.7,2.645544
1448,1524,869,0.58,2.645544
1463,1524,869,0.47,2.645544
1478,1524,869,0.47,2.645544
1311,1539,869,0.58,2.645544
1326,1539,869,0.57,2.645544
1341,1539,869,0.65,2.645544
1356,1539,869,0.87,2.645544
1372,1539,869,1.21,2.645544
1387,1539,869,1.23,2.645544
1402,1539,869,1.08,2.645544
1417,1539,869,0.9,2.645544
1433,1539,869,0.75,2.645544
1448,1539,869,0.61,2.645544
1463,1539,869,0.52,2.645544
1478,1539,869,0.52,2.645544
1311,1554,869,0.61,2.645544
1326,1554,869,0.59,2.645544
1341,1554,869,0.65,2.645544
1356,1554,869,0.83,2.645544
1372,1554,869,1.16,2.645544
1387,1554,869,1.23,2.645544
1402,1554,869,1.13,2.645544
1417,1554,869,0.95,2.645544
1433,1554,869,0.77,2.645544
1448,1554,869,0.64,2.645544
1463,1554,869,0.63,2.645544
1478,1554,869,0.63,2.645544
1311,1570,869,0.63,2.645544
1326,1570,869,0.62,2.645544
1341,1570,869,0.65,2.645544
1356,1570,869,0.8,2.645544
1372,1570,869,1.12,2.645544
1387,1570,869,1.23,2.645544
1402,1570,869,1.12,2.645544
1417,1570,869,0.95,2.645544
1433,1570,869,0.8,2.645544
1448,1570,869,0.73,2.645544
1463,1570,869,0.75,2.645544
1478,1570,869,0.75,2.645544
1311,1585,869,0.6,2.645544
1326,1585,869,0.65,2.645544
1341,1585,869,0.66,2.645544
1356,1585,869,0.78,2.645544
1372,1585,869,1.07,2.645544
1387,1585,869,1.22,2.645544
1402,1585,869,1.08,2.645544
1417,1585,869,0.94,2.645544
1433,1585,869,0.84,2.645544
1448,1585,869,0.88,2.645544
1463,1585,869,0.85,2.645544
1478,1585,869,0.85,2.645544
1311,1600,869,0.57,2.645544
1326,1600,869,0.63,2.645544
1341,1600,869,0.68,2.645544
1356,1600,869,0.76,2.645544
1372,1600,869,1.02,2.645544
1387,1600,869,1.18,2.645544
1402,1600,869,1.05,2.645544
1417,1600,869,0.93,2.645544
1433,1600,869,0.97,2.645544
1448,1600,869,0.97,2.645544
1463,1600,869,0.89,2.645544
1478,1600,869,0.89,2.645544
1311,1615,869,0.53,2.645544
1326,1615,869,0.6,2.645544
1341,1615,869,0.66,2.645544
1356,1615,869,0.74,2.645544
1372,1615,869,0.95,2.645544
1387,1615,869,1.14,2.645544
1402,1615,869,1.04,2.645544
1417,1615,869,1.05,2.645544
1433,1615,869,1.08,2.645544
1448,1615,869,1,2.645544
1463,1615,869,0.87,2.645544
1478,1615,869,0.87,2.645544
1311,1631,869,0.5,2.645544
1326,1631,869,0.56,2.645544
1341,1631,869,0.62,2.645544
1356,1631,869,0.69,2.645544
1372,1631,869,0.89,2.645544
1387,1631,869,1.13,2.645544
1402,1631,869,1.11,2.645544
1417,1631,869,1.15,2.645544
1433,1631,869,1.12,2.645544
1448,1631,869,0.98,2.645544
1463,1631,869,0.79,2.645544
1478,1631,869,0.79,2.645544
1311,1646,869,0.46,2.645544
1326,1646,869,0.52,2.645544
1341,1646,869,0.58,2.645544
1356,1646,869,0.64,2.645544
1372,1646,869,0.82,2.645544
1387,1646,869,1.12,2.645544
1402,1646,869,1.22,2.645544
1417,1646,869,1.21,2.645544
1433,1646,869,1.09,2.645544
1448,1646,869,0.91,2.645544
1463,1646,869,0.71,2.645544
1478,1646,869,0.71,2.645544
1311,1661,869,0.4,2.645544
1326,1661,869,0.48,2.645544
1341,1661,869,0.53,2.645544
1356,1661,869,0.62,2.645544
1372,1661,869,0.76,2.645544
1387,1661,869,1.18,2.645544
1402,1661,869,1.3,2.645544
1417,1661,869,1.19,2.645544
1433,1661,869,1.01,2.645544
1448,1661,869,0.81,2.645544
1463,1661,869,0.62,2.645544
1478,1661,869,0.62,2.645544
1311,1676,869,0.35,2.645544
1326,1676,869,0.42,2.645544
1341,1676,869,0.51,2.645544
1356,1676,869,0.6,2.645544
1372,1676,869,0.77,2.645544
1387,1676,869,1.17,2.645544
1402,1676,869,1.27,2.645544
1417,1676,869,1.1,2.645544
1433,1676,869,0.9,2.645544
1448,1676,869,0.71,2.645544
1463,1676,869,0.54,2.645544
1478,1676,869,0.54,2.645544
1311,1692,869,0.3,2.645544
1326,1692,869,0.39,2.645544
1341,1692,869,0.48,2.645544
1356,1692,869,0.59,2.645544
1372,1692,869,0.78,2.645544
1387,1692,869,1.04,2.645544
1402,1692,869,1.14,2.645544
1417,1692,869,0.98,2.645544
1433,1692,869,0.78,2.645544
1448,1692,869,0.61,2.645544
1463,1692,869,0.47,2.645544
1478,1692,869,0.47,2.645544
1311,1707,869,0.28,2.645544
1326,1707,869,0.36,2.645544
1341,1707,869,0.46,2.645544
1356,1707,869,0.61,2.645544
1372,1707,869,0.75,2.645544
1387,1707,869,0.88,2.645544
1402,1707,869,0.91,2.645544
1417,1707,869,0.79,2.645544
1433,1707,869,0.65,2.645544
1448,1707,869,0.52,2.645544
