X,Y,Z,Cu,Dens
1463,1707,869,0.41,2.645544
1478,1707,869,0.41,2.645544
1311,1722,869,0.26,2.645544
1326,1722,869,0.34,2.645544
1341,1722,869,0.45,2.645544
1356,1722,869,0.6,2.645544
1372,1722,869,0.69,2.645544
1387,1722,869,0.74,2.645544
1402,1722,869,0.73,2.645544
1417,1722,869,0.64,2.645544
1433,1722,869,0.53,2.645544
1448,1722,869,0.43,2.645544
1463,1722,869,0.35,2.645544
1478,1722,869,0.35,2.645544
1311,1737,869,0.24,2.645544
1326,1737,869,0.32,2.645544
1341,1737,869,0.44,2.645544
1356,1737,869,0.55,2.645544
1372,1737,869,0.6,2.645544
1387,1737,869,0.61,2.645544
1402,1737,869,0.59,2.645544
1417,1737,869,0.51,2.645544
1433,1737,869,0.43,2.645544
1448,1737,869,0.36,2.645544
1463,1737,869,0.3,2.645544
1478,1737,869,0.3,2.645544
1311,1753,869,0.24,2.645544
1326,1753,869,0.32,2.645544
1341,1753,869,0.44,2.645544
1356,1753,869,0.55,2.645544
1372,1753,869,0.6,2.645544
1387,1753,869,0.61,2.645544
1402,1753,869,0.59,2.645544
1417,1753,869,0.51,2.645544
1433,1753,869,0.43,2.645544
1448,1753,869,0.36,2.645544
1463,1753,869,0.3,2.645544
1478,1753,869,0.3,2.645544
1311,1463,876,-2,2.645544
1326,1463,876,0.51,2.645544
1341,1463,876,0.61,2.645544
1356,1463,876,0.88,2.645544
1372,1463,876,1.11,2.645544
1387,1463,876,0.96,2.645544
1402,1463,876,0.8,2.645544
1417,1463,876,0.63,2.645544
1433,1463,876,0.5,2.645544
1448,1463,876,0.4,2.645544
1463,1463,876,0.32,2.645544
1478,1463,876,0.32,2.645544
1311,1478,876,0.5,2.645544
1326,1478,876,0.53,2.645544
1341,1478,876,0.62,2.645544
1356,1478,876,0.88,2.645544
1372,1478,876,1.2,2.645544
1387,1478,876,1.02,2.645544
1402,1478,876,0.87,2.645544
1417,1478,876,0.71,2.645544
1433,1478,876,0.56,2.645544
1448,1478,876,0.44,2.645544
1463,1478,876,0.36,2.645544
1478,1478,876,0.36,2.645544
1311,1494,876,0.51,2.645544
1326,1494,876,0.54,2.645544
1341,1494,876,0.63,2.645544
1356,1494,876,0.88,2.645544
1372,1494,876,1.24,2.645544
1387,1494,876,1.08,2.645544
1402,1494,876,0.93,2.645544
1417,1494,876,0.76,2.645544
1433,1494,876,0.62,2.645544
1448,1494,876,0.5,2.645544
1463,1494,876,0.4,2.645544
1478,1494,876,0.4,2.645544
1311,1509,876,0.52,2.645544
1326,1509,876,0.55,2.645544
1341,1509,876,0.65,2.645544
1356,1509,876,0.89,2.645544
1372,1509,876,1.24,2.645544
1387,1509,876,1.14,2.645544
1402,1509,876,0.98,2.645544
1417,1509,876,0.8,2.645544
1433,1509,876,0.66,2.645544
1448,1509,876,0.54,2.645544
1463,1509,876,0.44,2.645544
1478,1509,876,0.44,2.645544
1311,1524,876,0.55,2.645544
1326,1524,876,0.56,2.645544
1341,1524,876,0.65,2.645544
1356,1524,876,0.89,2.645544
1372,1524,876,1.23,2.645544
1387,1524,876,1.19,2.645544
1402,1524,876,1.03,2.645544
1417,1524,876,0.85,2.645544
1433,1524,876,0.7,2.645544
1448,1524,876,0.58,2.645544
1463,1524,876,0.47,2.645544
1478,1524,876,0.47,2.645544
1311,1539,876,0.58,2.645544
1326,1539,876,0.57,2.645544
1341,1539,876,0.65,2.645544
1356,1539,876,0.87,2.645544
1372,1539,876,1.21,2.645544
1387,1539,876,1.23,2.645544
1402,1539,876,1.08,2.645544
1417,1539,876,0.9,2.645544
1433,1539,876,0.75,2.645544
1448,1539,876,0.61,2.645544
1463,1539,876,0.52,2.645544
1478,1539,876,0.52,2.645544
1311,1554,876,0.61,2.645544
1326,1554,876,0.59,2.645544
1341,1554,876,0.65,2.645544
1356,1554,876,0.83,2.645544
1372,1554,876,1.16,2.645544
1387,1554,876,1.23,2.645544
1402,1554,876,1.13,2.645544
1417,1554,876,0.95,2.645544
1433,1554,876,0.77,2.645544
1448,1554,876,0.64,2.645544
1463,1554,876,0.63,2.645544
1478,1554,876,0.63,2.645544
1311,1570,876,0.63,2.645544
1326,1570,876,0.62,2.645544
1341,1570,876,0.65,2.645544
1356,1570,876,0.8,2.645544
1372,1570,876,1.12,2.645544
1387,1570,876,1.23,2.645544
1402,1570,876,1.12,2.645544
1417,1570,876,0.95,2.645544
1433,1570,876,0.8,2.645544
1448,1570,876,0.73,2.645544
1463,1570,876,0.75,2.645544
1478,1570,876,0.75,2.645544
1311,1585,876,0.6,2.645544
1326,1585,876,0.65,2.645544
1341,1585,876,0.66,2.645544
1356,1585,876,0.78,2.645544
1372,1585,876,1.07,2.645544
1387,1585,876,1.22,2.645544
1402,1585,876,1.08,2.645544
1417,1585,876,0.94,2.645544
1433,1585,876,0.84,2.645544
1448,1585,876,0.88,2.645544
1463,1585,876,0.85,2.645544
1478,1585,876,0.85,2.645544
1311,1600,876,0.57,2.645544
1326,1600,876,0.63,2.645544
1341,1600,876,0.68,2.645544
1356,1600,876,0.76,2.645544
1372,1600,876,1.02,2.645544
1387,1600,876,1.18,2.645544
1402,1600,876,1.05,2.645544
1417,1600,876,0.93,2.645544
1433,1600,876,0.97,2.645544
1448,1600,876,0.97,2.645544
1463,1600,876,0.89,2.645544
1478,1600,876,0.89,2.645544
1311,1615,876,0.53,2.645544
1326,1615,876,0.6,2.645544
1341,1615,876,0.66,2.645544
1356,1615,876,0.74,2.645544
1372,1615,876,0.95,2.645544
1387,1615,876,1.14,2.645544
1402,1615,876,1.04,2.645544
1417,1615,876,1.05,2.645544
1433,1615,876,1.08,2.645544
1448,1615,876,1,2.645544
1463,1615,876,0.87,2.645544
1478,1615,876,0.87,2.645544
1311,1631,876,0.5,2.645544
1326,1631,876,0.56,2.645544
1341,1631,876,0.62,2.645544
1356,1631,876,0.69,2.645544
1372,1631,876,0.89,2.645544
1387,1631,876,1.13,2.645544
1402,1631,876,1.11,2.645544
1417,1631,876,1.15,2.645544
1433,1631,876,1.12,2.645544
1448,1631,876,0.98,2.645544
1463,1631,876,0.79,2.645544
1478,1631,876,0.79,2.645544
1311,1646,876,0.46,2.645544
1326,1646,876,0.52,2.645544
1341,1646,876,0.58,2.645544
1356,1646,876,0.64,2.645544
1372,1646,876,0.82,2.645544
1387,1646,876,1.12,2.645544
1402,1646,876,1.22,2.645544
1417,1646,876,1.21,2.645544
1433,1646,876,1.09,2.645544
1448,1646,876,0.91,2.645544
1463,1646,876,0.71,2.645544
1478,1646,876,0.71,2.645544
1311,1661,876,0.4,2.645544
1326,1661,876,0.48,2.645544
1341,1661,876,0.53,2.645544
1356,1661,876,0.62,2.645544
1372,1661,876,0.76,2.645544
1387,1661,876,1.18,2.645544
1402,1661,876,1.3,2.645544
1417,1661,876,1.19,2.645544
1433,1661,876,1.01,2.645544
1448,1661,876,0.81,2.645544
1463,1661,876,0.62,2.645544
1478,1661,876,0.62,2.645544
1311,1676,876,0.35,2.645544
1326,1676,876,0.42,2.645544
1341,1676,876,0.51,2.645544
1356,1676,876,0.6,2.645544
1372,1676,876,0.77,2.645544
1387,1676,876,1.17,2.645544
1402,1676,876,1.27,2.645544
1417,1676,876,1.1,2.645544
1433,1676,876,0.9,2.645544
1448,1676,876,0.71,2.645544
1463,1676,876,0.54,2.645544
1478,1676,876,0.54,2.645544
1311,1692,876,0.3,2.645544
1326,1692,876,0.39,2.645544
1341,1692,876,0.48,2.645544
1356,1692,876,0.59,2.645544
1372,1692,876,0.78,2.645544
1387,1692,876,1.04,2.645544
1402,1692,876,1.14,2.645544
1417,1692,876,0.98,2.645544
1433,1692,876,0.78,2.645544
1448,1692,876,0.61,2.645544
1463,1692,876,0.47,2.645544
1478,1692,876,0.47,2.645544
1311,1707,876,0.28,2.645544
1326,1707,876,0.36,2.645544
1341,1707,876,0.46,2.645544
1356,1707,876,0.61,2.645544
1372,1707,876,0.75,2.645544
1387,1707,876,0.88,2.645544
1402,1707,876,0.91,2.645544
1417,1707,876,0.79,2.645544
1433,1707,876,0.65,2.645544
1448,1707,876,0.52,2.645544
1463,1707,876,0.41,2.645544
1478,1707,876,0.41,2.645544
1311,1722,876,0.26,2.645544
1326,1722,876,0.34,2.645544
1341,1722,876,0.45,2.645544
1356,1722,876,0.6,2.645544
1372,1722,876,0.69,2.645544
1387,1722,876,0.74,2.645544
1402,1722,876,0.73,2.645544
1417,1722,876,0.64,2.645544
1433,1722,876,0.53,2.645544
1448,1722,876,0.43,2.645544
1463,1722,876,0.35,2.645544
1478,1722,876,0.35,2.645544
1311,1737,876,0.24,2.645544
1326,1737,876,0.32,2.645544
1341,1737,876,0.44,2.645544
1356,1737,876,0.55,2.645544
1372,1737,876,0.6,2.645544
1387,1737,876,0.61,2.645544
1402,1737,876,0.59,2.645544
1417,1737,876,0.51,2.645544
1433,1737,876,0.43,2.645544
1448,1737,876,0.36,2.645544
1463,1737,876,0.3,2.645544
1478,1737,876,0.3,2.645544
1311,1753,876,0.24,2.645544
1326,1753,876,0.32,2.645544
1341,1753,876,0.44,2.645544
1356,1753,876,0.55,2.645544
1372,1753,876,0.6,2.645544
1387,1753,876,0.61,2.645544
1402,1753,876,0.59,2.645544
1417,1753,876,0.51,2.645544
1433,1753,876,0.43,2.645544
1448,1753,876,0.36,2.645544
1463,1753,876,0.3,2.645544
1478,1753,876,0.3,2.645544
1311,1463,884,-2,2.645544
1326,1463,884,0.51,2.645544
1341,1463,884,0.61,2.645544
1356,1463,884,0.88,2.645544
1372,1463,884,1.11,2.645544
1387,1463,884,0.96,2.645544
1402,1463,884,0.8,2.645544
1417,1463,884,0.63,2.645544
1433,1463,884,0.5,2.645544
1448,1463,884,0.4,2.645544
1463,1463,884,0.32,2.645544
1478,1463,884,0.32,2.645544
1311,1478,884,0.5,2.645544
1326,1478,884,0.53,2.645544
1341,1478,884,0.62,2.645544
1356,1478,884,0.88,2.645544
1372,1478,884,1.2,2.645544
1387,1478,884,1.02,2.645544
1402,1478,884,0.87,2.645544
1417,1478,884,0.71,2.645544
1433,1478,884,0.56,2.645544
1448,1478,884,0.44,2.645544
1463,1478,884,0.36,2.645544
1478,1478,884,0.36,2.645544
1311,1494,884,0.51,2.645544
1326,1494,884,0.54,2.645544
1341,1494,884,0.63,2.645544
1356,1494,884,0.88,2.645544
1372,1494,884,1.24,2.645544
1387,1494,884,1.08,2.645544
1402,1494,884,0.93,2.645544
1417,1494,884,0.76,2.645544
1433,1494,884,0.62,2.645544
1448,1494,884,0.5,2.645544
1463,1494,884,0.4,2.645544
1478,1494,884,0.4,2.645544
1311,1509,884,0.52,2.645544
1326,1509,884,0.55,2.645544
1341,1509,884,0.65,2.645544
1356,1509,884,0.89,2.645544
1372,1509,884,1.24,2.645544
1387,1509,884,1.14,2.645544
1402,1509,884,0.98,2.645544
1417,1509,884,0.8,2.645544
1433,1509,884,0.66,2.645544
1448,1509,884,0.54,2.645544
1463,1509,884,0.44,2.645544
1478,1509,884,0.44,2.645544
1311,1524,884,0.55,2.645544
1326,1524,884,0.56,2.645544
1341,1524,884,0.65,2.645544
1356,1524,884,0.89,2.645544
1372,1524,884,1.23,2.645544
1387,1524,884,1.19,2.645544
1402,1524,884,1.03,2.645544
1417,1524,884,0.85,2.645544
1433,1524,884,0.7,2.645544
1448,1524,884,0.58,2.645544
1463,1524,884,0.47,2.645544
1478,1524,884,0.47,2.645544
1311,1539,884,0.58,2.645544
1326,1539,884,0.57,2.645544
1341,1539,884,0.65,2.645544
1356,1539,884,0.87,2.645544
1372,1539,884,1.21,2.645544
1387,1539,884,1.23,2.645544
1402,1539,884,1.08,2.645544
1417,1539,884,0.9,2.645544
1433,1539,884,0.75,2.645544
1448,1539,884,0.61,2.645544
1463,1539,884,0.52,2.645544
1478,1539,884,0.52,2.645544
1311,1554,884,0.61,2.645544
1326,1554,884,0.59,2.645544
1341,1554,884,0.65,2.645544
1356,1554,884,0.83,2.645544
1372,1554,884,1.16,2.645544
1387,1554,884,1.23,2.645544
1402,1554,884,1.13,2.645544
1417,1554,884,0.95,2.645544
1433,1554,884,0.77,2.645544
1448,1554,884,0.64,2.645544
1463,1554,884,0.63,2.645544
1478,1554,884,0.63,2.645544
1311,1570,884,0.63,2.645544
1326,1570,884,0.62,2.645544
1341,1570,884,0.65,2.645544
1356,1570,884,0.8,2.645544
1372,1570,884,1.12,2.645544
1387,1570,884,1.23,2.645544
1402,1570,884,1.12,2.645544
1417,1570,884,0.95,2.645544
1433,1570,884,0.8,2.645544
1448,1570,884,0.73,2.645544
1463,1570,884,0.75,2.645544
1478,1570,884,0.75,2.645544
1311,1585,884,0.6,2.645544
1326,1585,884,0.65,2.645544
1341,1585,884,0.66,2.645544
1356,1585,884,0.78,2.645544
1372,1585,884,1.07,2.645544
1387,1585,884,1.22,2.645544
1402,1585,884,1.08,2.645544
1417,1585,884,0.94,2.645544
1433,1585,884,0.84,2.645544
1448,1585,884,0.88,2.645544
1463,1585,884,0.85,2.645544
1478,1585,884,0.85,2.645544
1311,1600,884,0.57,2.645544
1326,1600,884,0.63,2.645544
1341,1600,884,0.68,2.645544
1356,1600,884,0.76,2.645544
1372,1600,884,1.02,2.645544
1387,1600,884,1.18,2.645544
1402,1600,884,1.05,2.645544
1417,1600,884,0.93,2.645544
1433,1600,884,0.97,2.645544
1448,1600,884,0.97,2.645544
1463,1600,884,0.89,2.645544
1478,1600,884,0.89,2.645544
1311,1615,884,0.53,2.645544
1326,1615,884,0.6,2.645544
1341,1615,884,0.66,2.645544
1356,1615,884,0.74,2.645544
1372,1615,884,0.95,2.645544
1387,1615,884,1.14,2.645544
1402,1615,884,1.04,2.645544
1417,1615,884,1.05,2.645544
1433,1615,884,1.08,2.645544
1448,1615,884,1,2.645544
1463,1615,884,0.87,2.645544
1478,1615,884,0.87,2.645544
1311,1631,884,0.5,2.645544
1326,1631,884,0.56,2.645544
1341,1631,884,0.62,2.645544
1356,1631,884,0.69,2.645544
1372,1631,884,0.89,2.645544
1387,1631,884,1.13,2.645544
1402,1631,884,1.11,2.645544
1417,1631,884,1.15,2.645544
1433,1631,884,1.12,2.645544
1448,1631,884,0.98,2.645544
1463,1631,884,0.79,2.645544
1478,1631,884,0.79,2.645544
1311,1646,884,0.46,2.645544
1326,1646,884,0.52,2.645544
1341,1646,884,0.58,2.645544
1356,1646,884,0.64,2.645544
1372,1646,884,0.82,2.645544
1387,1646,884,1.12,2.645544
1402,1646,884,1.22,2.645544
1417,1646,884,1.21,2.645544
1433,1646,884,1.09,2.645544
1448,1646,884,0.91,2.645544
1463,1646,884,0.71,2.645544
1478,1646,884,0.71,2.645544
1311,1661,884,0.4,2.645544
1326,1661,884,0.48,2.645544
1341,1661,884,0.53,2.645544
1356,1661,884,0.62,2.645544
1372,1661,884,0.76,2.645544
1387,1661,884,1.18,2.645544
1402,1661,884,1.3,2.645544
1417,1661,884,1.19,2.645544
1433,1661,884,1.01,2.645544
1448,1661,884,0.81,2.645544
1463,1661,884,0.62,2.645544
1478,1661,884,0.62,2.645544
1311,1676,884,0.35,2.645544
1326,1676,884,0.42,2.645544
1341,1676,884,0.51,2.645544
1356,1676,884,0.6,2.645544
1372,1676,884,0.77,2.645544
1387,1676,884,1.17,2.645544
1402,1676,884,1.27,2.645544
1417,1676,884,1.1,2.645544
1433,1676,884,0.9,2.645544
1448,1676,884,0.71,2.645544
1463,1676,884,0.54,2.645544
1478,1676,884,0.54,2.645544
1311,1692,884,0.3,2.645544
1326,1692,884,0.39,2.645544
1341,1692,884,0.48,2.645544
1356,1692,884,0.59,2.645544
1372,1692,884,0.78,2.645544
1387,1692,884,1.04,2.645544
1402,1692,884,1.14,2.645544
1417,1692,884,0.98,2.645544
1433,1692,884,0.78,2.645544
1448,1692,884,0.61,2.645544
1463,1692,884,0.47,2.645544
1478,1692,884,0.47,2.645544
1311,1707,884,0.28,2.645544
1326,1707,884,0.36,2.645544
1341,1707,884,0.46,2.645544
1356,1707,884,0.61,2.645544
1372,1707,884,0.75,2.645544
1387,1707,884,0.88,2.645544
1402,1707,884,0.91,2.645544
1417,1707,884,0.79,2.645544
1433,1707,884,0.65,2.645544
1448,1707,884,0.52,2.645544
1463,1707,884,0.41,2.645544
1478,1707,884,0.41,2.645544
1311,1722,884,0.26,2.645544
1326,1722,884,0.34,2.645544
1341,1722,884,0.45,2.645544
1356,1722,884,0.6,2.645544
1372,1722,884,0.69,2.645544
1387,1722,884,0.74,2.645544
1402,1722,884,0.73,2.645544
1417,1722,884,0.64,2.645544
1433,1722,884,0.53,2.645544
1448,1722,884,0.43,2.645544
1463,1722,884,0.35,2.645544
1478,1722,884,0.35,2.645544
1311,1737,884,0.24,2.645544
1326,1737,884,0.32,2.645544
1341,1737,884,0.44,2.645544
1356,1737,884,0.55,2.645544
1372,1737,884,0.6,2.645544
1387,1737,884,0.61,2.645544
1402,1737,884,0.59,2.645544
1417,1737,884,0.51,2.645544
1433,1737,884,0.43,2.645544
1448,1737,884,0.36,2.645544
1463,1737,884,0.3,2.645544
1478,1737,884,0.3,2.645544
1311,1753,884,0.24,2.645544
1326,1753,884,0.32,2.645544
1341,1753,884,0.44,2.645544
1356,1753,884,0.55,2.645544
1372,1753,884,0.6,2.645544
1387,1753,884,0.61,2.645544
1402,1753,884,0.59,2.645544
1417,1753,884,0.51,2.645544
1433,1753,884,0.43,2.645544
1448,1753,884,0.36,2.645544
1463,1753,884,0.3,2.645544
1478,1753,884,0.3,2.645544
1311,1463,892,-2,2.645544
1326,1463,892,0.51,2.645544
1341,1463,892,0.61,2.645544
1356,1463,892,0.87,2.645544
1372,1463,892,1.07,2.645544
1387,1463,892,0.99,2.645544
1402,1463,892,0.83,2.645544
1417,1463,892,0.65,2.645544
1433,1463,892,0.51,2.645544
1448,1463,892,0.4,2.645544
1463,1463,892,0.32,2.645544
1478,1463,892,0.32,2.645544
1311,1478,892,0.5,2.645544
1326,1478,892,0.53,2.645544
1341,1478,892,0.62,2.645544
1356,1478,892,0.88,2.645544
1372,1478,892,1.16,2.645544
1387,1478,892,1.08,2.645544
1402,1478,892,0.92,2.645544
1417,1478,892,0.73,2.645544
1433,1478,892,0.57,2.645544
1448,1478,892,0.45,2.645544
1463,1478,892,0.36,2.645544
1478,1478,892,0.36,2.645544
1311,1494,892,0.51,2.645544
1326,1494,892,0.55,2.645544
1341,1494,892,0.64,2.645544
1356,1494,892,0.88,2.645544
1372,1494,892,1.26,2.645544
1387,1494,892,1.17,2.645544
1402,1494,892,0.98,2.645544
1417,1494,892,0.79,2.645544
1433,1494,892,0.64,2.645544
1448,1494,892,0.5,2.645544
1463,1494,892,0.4,2.645544
1478,1494,892,0.4,2.645544
1311,1509,892,0.52,2.645544
1326,1509,892,0.56,2.645544
1341,1509,892,0.65,2.645544
1356,1509,892,0.89,2.645544
1372,1509,892,1.3,2.645544
1387,1509,892,1.25,2.645544
1402,1509,892,1.04,2.645544
1417,1509,892,0.85,2.645544
1433,1509,892,0.69,2.645544
1448,1509,892,0.56,2.645544
1463,1509,892,0.45,2.645544
1478,1509,892,0.45,2.645544
1311,1524,892,0.55,2.645544
1326,1524,892,0.57,2.645544
1341,1524,892,0.66,2.645544
1356,1524,892,0.89,2.645544
1372,1524,892,1.32,2.645544
1387,1524,892,1.32,2.645544
1402,1524,892,1.11,2.645544
1417,1524,892,0.91,2.645544
1433,1524,892,0.74,2.645544
1448,1524,892,0.6,2.645544
1463,1524,892,0.49,2.645544
1478,1524,892,0.49,2.645544
1311,1539,892,0.58,2.645544
1326,1539,892,0.58,2.645544
1341,1539,892,0.66,2.645544
1356,1539,892,0.88,2.645544
1372,1539,892,1.35,2.645544
1387,1539,892,1.37,2.645544
1402,1539,892,1.17,2.645544
1417,1539,892,0.96,2.645544
1433,1539,892,0.79,2.645544
1448,1539,892,0.64,2.645544
1463,1539,892,0.53,2.645544
1478,1539,892,0.53,2.645544
1311,1554,892,0.61,2.645544
1326,1554,892,0.6,2.645544
1341,1554,892,0.66,2.645544
1356,1554,892,0.86,2.645544
1372,1554,892,1.33,2.645544
1387,1554,892,1.4,2.645544
1402,1554,892,1.23,2.645544
1417,1554,892,1.02,2.645544
1433,1554,892,0.84,2.645544
1448,1554,892,0.67,2.645544
1463,1554,892,0.64,2.645544
1478,1554,892,0.64,2.645544
1311,1570,892,0.6,2.645544
1326,1570,892,0.63,2.645544
1341,1570,892,0.66,2.645544
1356,1570,892,0.84,2.645544
1372,1570,892,1.28,2.645544
1387,1570,892,1.39,2.645544
1402,1570,892,1.26,2.645544
1417,1570,892,1.07,2.645544
1433,1570,892,0.86,2.645544
1448,1570,892,0.78,2.645544
1463,1570,892,0.78,2.645544
1478,1570,892,0.78,2.645544
1311,1585,892,0.57,2.645544
1326,1585,892,0.63,2.645544
1341,1585,892,0.67,2.645544
1356,1585,892,0.83,2.645544
1372,1585,892,1.22,2.645544
1387,1585,892,1.39,2.645544
1402,1585,892,1.25,2.645544
1417,1585,892,1.05,2.645544
1433,1585,892,0.94,2.645544
1448,1585,892,0.94,2.645544
1463,1585,892,0.89,2.645544
1478,1585,892,0.89,2.645544
1311,1600,892,0.54,2.645544
1326,1600,892,0.6,2.645544
1341,1600,892,0.67,2.645544
1356,1600,892,0.82,2.645544
1372,1600,892,1.15,2.645544
1387,1600,892,1.38,2.645544
1402,1600,892,1.2,2.645544
1417,1600,892,1.08,2.645544
1433,1600,892,1.06,2.645544
1448,1600,892,1.04,2.645544
1463,1600,892,0.95,2.645544
1478,1600,892,0.95,2.645544
1311,1615,892,0.51,2.645544
1326,1615,892,0.57,2.645544
1341,1615,892,0.63,2.645544
1356,1615,892,0.79,2.645544
1372,1615,892,1.09,2.645544
1387,1615,892,1.33,2.645544
1402,1615,892,1.21,2.645544
1417,1615,892,1.17,2.645544
1433,1615,892,1.18,2.645544
1448,1615,892,1.08,2.645544
1463,1615,892,0.91,2.645544
1478,1615,892,0.91,2.645544
1311,1631,892,0.47,2.645544
1326,1631,892,0.53,2.645544
1341,1631,892,0.59,2.645544
1356,1631,892,0.71,2.645544
1372,1631,892,1.01,2.645544
1387,1631,892,1.33,2.645544
1402,1631,892,1.25,2.645544
1417,1631,892,1.3,2.645544
1433,1631,892,1.23,2.645544
1448,1631,892,1.04,2.645544
1463,1631,892,0.82,2.645544
1478,1631,892,0.82,2.645544
1311,1646,892,0.43,2.645544
1326,1646,892,0.49,2.645544
1341,1646,892,0.55,2.645544
1356,1646,892,0.66,2.645544
1372,1646,892,0.9,2.645544
1387,1646,892,1.33,2.645544
1402,1646,892,1.4,2.645544
1417,1646,892,1.35,2.645544
1433,1646,892,1.2,2.645544
1448,1646,892,0.96,2.645544
1463,1646,892,0.73,2.645544
1478,1646,892,0.73,2.645544
1311,1661,892,0.38,2.645544
1326,1661,892,0.45,2.645544
1341,1661,892,0.54,2.645544
1356,1661,892,0.64,2.645544
1372,1661,892,0.85,2.645544
1387,1661,892,1.38,2.645544
1402,1661,892,1.47,2.645544
1417,1661,892,1.31,2.645544
1433,1661,892,1.09,2.645544
1448,1661,892,0.85,2.645544
1463,1661,892,0.63,2.645544
1478,1661,892,0.63,2.645544
1311,1676,892,0.33,2.645544
1326,1676,892,0.41,2.645544
1341,1676,892,0.51,2.645544
1356,1676,892,0.62,2.645544
1372,1676,892,0.83,2.645544
1387,1676,892,1.33,2.645544
1402,1676,892,1.41,2.645544
1417,1676,892,1.2,2.645544
1433,1676,892,0.96,2.645544
1448,1676,892,0.74,2.645544
1463,1676,892,0.54,2.645544
1478,1676,892,0.54,2.645544
1311,1692,892,0.3,2.645544
1326,1692,892,0.39,2.645544
1341,1692,892,0.5,2.645544
1356,1692,892,0.6,2.645544
1372,1692,892,0.8,2.645544
1387,1692,892,1.13,2.645544
1402,1692,892,1.25,2.645544
1417,1692,892,1.05,2.645544
1433,1692,892,0.82,2.645544
1448,1692,892,0.63,2.645544
1463,1692,892,0.47,2.645544
1478,1692,892,0.47,2.645544
1311,1707,892,0.28,2.645544
1326,1707,892,0.37,2.645544
1341,1707,892,0.47,2.645544
1356,1707,892,0.61,2.645544
1372,1707,892,0.75,2.645544
1387,1707,892,0.93,2.645544
1402,1707,892,0.96,2.645544
1417,1707,892,0.83,2.645544
1433,1707,892,0.67,2.645544
1448,1707,892,0.53,2.645544
1463,1707,892,0.41,2.645544
1478,1707,892,0.41,2.645544
1311,1722,892,0.27,2.645544
1326,1722,892,0.35,2.645544
1341,1722,892,0.46,2.645544
1356,1722,892,0.6,2.645544
1372,1722,892,0.68,2.645544
1387,1722,892,0.75,2.645544
1402,1722,892,0.75,2.645544
1417,1722,892,0.65,2.645544
1433,1722,892,0.53,2.645544
1448,1722,892,0.43,2.645544
1463,1722,892,0.35,2.645544
1478,1722,892,0.35,2.645544
1311,1737,892,0.25,2.645544
1326,1737,892,0.33,2.645544
1341,1737,892,0.44,2.645544
1356,1737,892,0.55,2.645544
1372,1737,892,0.6,2.645544
1387,1737,892,0.61,2.645544
1402,1737,892,0.59,2.645544
1417,1737,892,0.5,2.645544
1433,1737,892,0.42,2.645544
1448,1737,892,0.35,2.645544
1463,1737,892,0.29,2.645544
1478,1737,892,0.29,2.645544
1311,1753,892,0.25,2.645544
1326,1753,892,0.33,2.645544
1341,1753,892,0.44,2.645544
1356,1753,892,0.55,2.645544
1372,1753,892,0.6,2.645544
1387,1753,892,0.61,2.645544
1402,1753,892,0.59,2.645544
1417,1753,892,0.5,2.645544
1433,1753,892,0.42,2.645544
1448,1753,892,0.35,2.645544
1463,1753,892,0.29,2.645544
1478,1753,892,0.29,2.645544
1311,1463,899,-2,2.645544
1326,1463,899,0.51,2.645544
1341,1463,899,0.61,2.645544
1356,1463,899,0.86,2.645544
1372,1463,899,1.04,2.645544
1387,1463,899,0.95,2.645544
1402,1463,899,0.81,2.645544
1417,1463,899,0.67,2.645544
1433,1463,899,0.52,2.645544
1448,1463,899,0.41,2.645544
1463,1463,899,0.32,2.645544
1478,1463,899,0.32,2.645544
1311,1478,899,0.5,2.645544
1326,1478,899,0.53,2.645544
1341,1478,899,0.62,2.645544
1356,1478,899,0.88,2.645544
1372,1478,899,1.13,2.645544
1387,1478,899,1.04,2.645544
1402,1478,899,0.92,2.645544
1417,1478,899,0.76,2.645544
1433,1478,899,0.59,2.645544
1448,1478,899,0.46,2.645544
1463,1478,899,0.36,2.645544
1478,1478,899,0.36,2.645544
1311,1494,899,0.52,2.645544
1326,1494,899,0.55,2.645544
1341,1494,899,0.64,2.645544
1356,1494,899,0.88,2.645544
1372,1494,899,1.22,2.645544
1387,1494,899,1.13,2.645544
1402,1494,899,1.01,2.645544
1417,1494,899,0.83,2.645544
1433,1494,899,0.66,2.645544
1448,1494,899,0.52,2.645544
1463,1494,899,0.4,2.645544
1478,1494,899,0.4,2.645544
1311,1509,899,0.53,2.645544
1326,1509,899,0.56,2.645544
1341,1509,899,0.65,2.645544
1356,1509,899,0.89,2.645544
1372,1509,899,1.3,2.645544
1387,1509,899,1.23,2.645544
1402,1509,899,1.11,2.645544
1417,1509,899,0.9,2.645544
1433,1509,899,0.72,2.645544
1448,1509,899,0.58,2.645544
1463,1509,899,0.46,2.645544
1478,1509,899,0.46,2.645544
1311,1524,899,0.56,2.645544
1326,1524,899,0.58,2.645544
1341,1524,899,0.66,2.645544
1356,1524,899,0.89,2.645544
1372,1524,899,1.33,2.645544
1387,1524,899,1.33,2.645544
1402,1524,899,1.19,2.645544
1417,1524,899,0.96,2.645544
1433,1524,899,0.78,2.645544
1448,1524,899,0.63,2.645544
1463,1524,899,0.51,2.645544
1478,1524,899,0.51,2.645544
1311,1539,899,0.59,2.645544
1326,1539,899,0.58,2.645544
1341,1539,899,0.67,2.645544
1356,1539,899,0.9,2.645544
1372,1539,899,1.35,2.645544
