X,Y,Z,ANN
1386.84,1584.96,937.26,2.274547577
1402.08,1584.96,937.26,1.261761904
1417.32,1584.96,937.26,0.795693755
1432.56,1584.96,937.26,0.936665416
1447.8,1584.96,937.26,1.918098092
1463.04,1584.96,937.26,0.95848614
1325.88,1600.2,937.26,0.793646097
1341.12,1600.2,937.26,1.016768217
1356.36,1600.2,937.26,1.05087328
1371.6,1600.2,937.26,1.537569284
1386.84,1600.2,937.26,2.411321402
1402.08,1600.2,937.26,1.587485313
1417.32,1600.2,937.26,1.015221
1432.56,1600.2,937.26,1.375148416
1447.8,1600.2,937.26,1.80761528
1463.04,1600.2,937.26,-2
1325.88,1615.44,937.26,0.88854295
1341.12,1615.44,937.26,1.141651273
1356.36,1615.44,937.26,1.073706865
1371.6,1615.44,937.26,1.370477915
1386.84,1615.44,937.26,2.672983885
1402.08,1615.44,937.26,2.052375555
1417.32,1615.44,937.26,1.240937233
1432.56,1615.44,937.26,1.214198709
1447.8,1615.44,937.26,1.101863384
1463.04,1615.44,937.26,-2
1325.88,1630.68,937.26,0.938862145
1341.12,1630.68,937.26,1.206605077
1356.36,1630.68,937.26,1.098384023
1371.6,1630.68,937.26,1.275353789
1386.84,1630.68,937.26,2.964471102
1402.08,1630.68,937.26,1.873498321
1417.32,1630.68,937.26,1.558748245
1432.56,1630.68,937.26,0.948499084
1447.8,1630.68,937.26,-2
1463.04,1630.68,937.26,-2
1325.88,1645.92,937.26,0.927314341
1341.12,1645.92,937.26,1.336934805
1356.36,1645.92,937.26,1.133223057
1371.6,1645.92,937.26,1.121357799
1386.84,1645.92,937.26,2.70136857
1402.08,1645.92,937.26,2.127349377
1417.32,1645.92,937.26,1.829524755
1432.56,1645.92,937.26,0.839110553
1447.8,1645.92,937.26,-2
1325.88,1661.16,937.26,0.940278113
1341.12,1661.16,937.26,1.419921994
1356.36,1661.16,937.26,1.34386611
1371.6,1661.16,937.26,0.902312934
1386.84,1661.16,937.26,3.318973541
1402.08,1661.16,937.26,2.714737892
1417.32,1661.16,937.26,2.002148628
1432.56,1661.16,937.26,-2
1447.8,1661.16,937.26,-2
1325.88,1676.4,937.26,0.992999077
1341.12,1676.4,937.26,1.466261625
1356.36,1676.4,937.26,1.44794476
1371.6,1676.4,937.26,0.864942908
1386.84,1676.4,937.26,2.795436144
1402.08,1676.4,937.26,3.004481077
1417.32,1676.4,937.26,2.304982662
1432.56,1676.4,937.26,-2
1447.8,1676.4,937.26,-2
1325.88,1691.64,937.26,1.067102075
1341.12,1691.64,937.26,1.498404145
1356.36,1691.64,937.26,1.236071348
1371.6,1691.64,937.26,0.738955379
1386.84,1691.64,937.26,0.534289956
1402.08,1691.64,937.26,1.555606842
1417.32,1691.64,937.26,-2
1432.56,1691.64,937.26,-2
1325.88,1706.88,937.26,1.149882674
1341.12,1706.88,937.26,1.263649344
1356.36,1706.88,937.26,0.878490925
1371.6,1706.88,937.26,0.51120019
1386.84,1706.88,937.26,0.257941812
1402.08,1706.88,937.26,-2
1417.32,1706.88,937.26,-2
1432.56,1706.88,937.26,-2
1325.88,1722.12,937.26,1.029771328
1341.12,1722.12,937.26,0.816675842
1356.36,1722.12,937.26,0.516191304
1371.6,1722.12,937.26,0.247828275
1386.84,1722.12,937.26,-2
1402.08,1722.12,937.26,-2
1417.32,1722.12,937.26,-2
1325.88,1737.36,937.26,0.604514539
1341.12,1737.36,937.26,0.390779883
1356.36,1737.36,937.26,-2
1371.6,1737.36,937.26,-2
1386.84,1737.36,937.26,-2
